timestamp,value
1970-01-01 00:00:00,0.011000000000000001
1970-01-01 00:00:01,0.07
1970-01-01 00:00:02,-0.325
1970-01-01 00:00:03,-0.314
1970-01-01 00:00:04,-0.033
1970-01-01 00:00:05,0.205
1970-01-01 00:00:06,-0.225
1970-01-01 00:00:07,0.326
1970-01-01 00:00:08,0.013999999999999999
1970-01-01 00:00:09,0.124
1970-01-01 00:00:10,0.31
1970-01-01 00:00:11,-0.115
1970-01-01 00:00:12,-0.035
1970-01-01 00:00:13,-0.755
1970-01-01 00:00:14,-0.397
1970-01-01 00:00:15,0.002
1970-01-01 00:00:16,-0.125
1970-01-01 00:00:17,-0.124
1970-01-01 00:00:18,0.237
1970-01-01 00:00:19,0.609
1970-01-01 00:00:20,0.177
1970-01-01 00:00:21,-0.25
1970-01-01 00:00:22,0.19699999999999998
1970-01-01 00:00:23,0.131
1970-01-01 00:00:24,0.177
1970-01-01 00:00:25,0.337
1970-01-01 00:00:26,0.212
1970-01-01 00:00:27,0.07
1970-01-01 00:00:28,0.015
1970-01-01 00:00:29,0.205
1970-01-01 00:00:30,-0.03
1970-01-01 00:00:31,-0.02
1970-01-01 00:00:32,-0.19
1970-01-01 00:00:33,-0.131
1970-01-01 00:00:34,0.252
1970-01-01 00:00:35,0.43
1970-01-01 00:00:36,0.156
1970-01-01 00:00:37,0.09699999999999999
1970-01-01 00:00:38,-0.134
1970-01-01 00:00:39,0.155
1970-01-01 00:00:40,-0.507
1970-01-01 00:00:41,-0.115
1970-01-01 00:00:42,-0.72
1970-01-01 00:00:43,0.674
1970-01-01 00:00:44,0.076
1970-01-01 00:00:45,-0.568
1970-01-01 00:00:46,0.222
1970-01-01 00:00:47,-0.313
1970-01-01 00:00:48,0.368
1970-01-01 00:00:49,0.324
1970-01-01 00:00:50,-0.258
1970-01-01 00:00:51,0.332
1970-01-01 00:00:52,0.294
1970-01-01 00:00:53,-0.175
1970-01-01 00:00:54,-0.715
1970-01-01 00:00:55,-0.24
1970-01-01 00:00:56,-0.297
1970-01-01 00:00:57,-0.106
1970-01-01 00:00:58,-0.035
1970-01-01 00:00:59,-0.251
1970-01-01 00:01:00,0.196
1970-01-01 00:01:01,0.08
1970-01-01 00:01:02,-0.076
1970-01-01 00:01:03,-0.081
1970-01-01 00:01:04,0.07
1970-01-01 00:01:05,0.442
1970-01-01 00:01:06,-0.449
1970-01-01 00:01:07,0.32899999999999996
1970-01-01 00:01:08,0.364
1970-01-01 00:01:09,-0.156
1970-01-01 00:01:10,-0.28800000000000003
1970-01-01 00:01:11,0.046
1970-01-01 00:01:12,-0.20800000000000002
1970-01-01 00:01:13,0.557
1970-01-01 00:01:14,0.212
1970-01-01 00:01:15,0.648
1970-01-01 00:01:16,0.337
1970-01-01 00:01:17,-0.6709999999999999
1970-01-01 00:01:18,-0.516
1970-01-01 00:01:19,0.21899999999999997
1970-01-01 00:01:20,-0.09300000000000001
1970-01-01 00:01:21,0.131
1970-01-01 00:01:22,-0.038
1970-01-01 00:01:23,-0.284
1970-01-01 00:01:24,-0.201
1970-01-01 00:01:25,-0.069
1970-01-01 00:01:26,-0.207
1970-01-01 00:01:27,-0.18100000000000002
1970-01-01 00:01:28,0.205
1970-01-01 00:01:29,0.1
1970-01-01 00:01:30,0.457
1970-01-01 00:01:31,0.09300000000000001
1970-01-01 00:01:32,0.006
1970-01-01 00:01:33,-0.18100000000000002
1970-01-01 00:01:34,0.43799999999999994
1970-01-01 00:01:35,0.122
1970-01-01 00:01:36,0.282
1970-01-01 00:01:37,-0.011000000000000001
1970-01-01 00:01:38,0.233
1970-01-01 00:01:39,0.201
1970-01-01 00:01:40,-0.221
1970-01-01 00:01:41,0.11699999999999999
1970-01-01 00:01:42,0.055
1970-01-01 00:01:43,-0.195
1970-01-01 00:01:44,0.20199999999999999
1970-01-01 00:01:45,0.289
1970-01-01 00:01:46,0.034
1970-01-01 00:01:47,0.037000000000000005
1970-01-01 00:01:48,0.243
1970-01-01 00:01:49,0.209
1970-01-01 00:01:50,-0.31
1970-01-01 00:01:51,-0.141
1970-01-01 00:01:52,0.087
1970-01-01 00:01:53,0.39399999999999996
1970-01-01 00:01:54,0.429
1970-01-01 00:01:55,0.14800000000000002
1970-01-01 00:01:56,-0.063
1970-01-01 00:01:57,0.16
1970-01-01 00:01:58,0.637
1970-01-01 00:01:59,-0.1
1970-01-01 00:02:00,-0.205
1970-01-01 00:02:01,-0.005
1970-01-01 00:02:02,-0.161
1970-01-01 00:02:03,0.5
1970-01-01 00:02:04,0.36200000000000004
1970-01-01 00:02:05,-0.001
1970-01-01 00:02:06,0.361
1970-01-01 00:02:07,0.35100000000000003
1970-01-01 00:02:08,0.12
1970-01-01 00:02:09,-0.075
1970-01-01 00:02:10,-0.187
1970-01-01 00:02:11,-0.249
1970-01-01 00:02:12,-0.17
1970-01-01 00:02:13,-0.46799999999999997
1970-01-01 00:02:14,0.20800000000000002
1970-01-01 00:02:15,0.6509999999999999
1970-01-01 00:02:16,0.11699999999999999
1970-01-01 00:02:17,-0.373
1970-01-01 00:02:18,0.7040000000000001
1970-01-01 00:02:19,-0.002
1970-01-01 00:02:20,0.591
1970-01-01 00:02:21,0.091
1970-01-01 00:02:22,-0.023
1970-01-01 00:02:23,-0.43700000000000006
1970-01-01 00:02:24,0.19699999999999998
1970-01-01 00:02:25,0.315
1970-01-01 00:02:26,0.061
1970-01-01 00:02:27,-0.146
1970-01-01 00:02:28,0.2
1970-01-01 00:02:29,-0.37
1970-01-01 00:02:30,-0.11800000000000001
1970-01-01 00:02:31,-0.315
1970-01-01 00:02:32,0.023
1970-01-01 00:02:33,0.6890000000000001
1970-01-01 00:02:34,-0.006
1970-01-01 00:02:35,0.266
1970-01-01 00:02:36,0.045
1970-01-01 00:02:37,-0.068
1970-01-01 00:02:38,-0.052000000000000005
1970-01-01 00:02:39,0.038
1970-01-01 00:02:40,0.01
1970-01-01 00:02:41,0.016
1970-01-01 00:02:42,0.006
1970-01-01 00:02:43,0.188
1970-01-01 00:02:44,-0.096
1970-01-01 00:02:45,-0.05
1970-01-01 00:02:46,-0.01
1970-01-01 00:02:47,-0.055999999999999994
1970-01-01 00:02:48,-0.009000000000000001
1970-01-01 00:02:49,0.024
1970-01-01 00:02:50,0.07400000000000001
1970-01-01 00:02:51,0.502
1970-01-01 00:02:52,0.037000000000000005
1970-01-01 00:02:53,0.36700000000000005
1970-01-01 00:02:54,0.396
1970-01-01 00:02:55,-0.171
1970-01-01 00:02:56,0.017
1970-01-01 00:02:57,-0.11699999999999999
1970-01-01 00:02:58,0.455
1970-01-01 00:02:59,0.16
1970-01-01 00:03:00,0.023
1970-01-01 00:03:01,0.174
1970-01-01 00:03:02,-0.092
1970-01-01 00:03:03,-0.02
1970-01-01 00:03:04,0.26
1970-01-01 00:03:05,-0.3
1970-01-01 00:03:06,0.446
1970-01-01 00:03:07,-0.48200000000000004
1970-01-01 00:03:08,0.245
1970-01-01 00:03:09,0.315
1970-01-01 00:03:10,0.28600000000000003
1970-01-01 00:03:11,-0.731
1970-01-01 00:03:12,0.561
1970-01-01 00:03:13,0.777
1970-01-01 00:03:14,0.182
1970-01-01 00:03:15,0.05
1970-01-01 00:03:16,0.221
1970-01-01 00:03:17,0.14800000000000002
1970-01-01 00:03:18,0.47700000000000004
1970-01-01 00:03:19,-0.076
1970-01-01 00:03:20,-0.722
1970-01-01 00:03:21,-0.509
1970-01-01 00:03:22,-0.7390000000000001
1970-01-01 00:03:23,-0.44299999999999995
1970-01-01 00:03:24,0.736
1970-01-01 00:03:25,0.24
1970-01-01 00:03:26,0.184
1970-01-01 00:03:27,0.04
1970-01-01 00:03:28,0.255
1970-01-01 00:03:29,-0.653
1970-01-01 00:03:30,0.198
1970-01-01 00:03:31,-0.243
1970-01-01 00:03:32,0.442
