,0
0,8.065567e-09
1,0.55483663
2,0.52112895
3,0.15717219
4,0.014953744
5,0.045121726
6,0.0014045743
7,0.008534318
8,0.009489592
9,0.0110604605
10,0.003845959
11,0.028208831
12,0.0016151338
13,0.000895092
14,0.0013331671
15,0.0003913073
16,0.001668308
17,0.0001344304
18,7.0506656e-05
19,2.4144783e-05
20,6.569203e-06
21,1.7281116e-06
22,6.181273e-07
23,3.9744558e-07
24,3.8871454e-07
25,0.00059334864
26,2.238043e-05
27,1.8373536e-05
28,8.112159e-06
29,2.7027747e-06
30,8.2707754e-07
31,3.014456e-07
32,1.70056e-07
33,1.4698608e-07
34,1.5469709e-07
35,0.00060514524
36,0.0004202641
37,0.00028607695
38,0.00022061223
39,0.00019642405
40,0.00019195132
41,0.00019498004
42,0.00019945718
43,0.00020298814
44,0.00011423251
45,4.6686717e-05
46,1.19501765e-05
47,1.9990443e-06
48,2.0481518e-07
49,1.8370175e-08
50,1.4949592e-08
51,4.4438544e-08
52,9.302658e-08
53,1.3808575e-07
54,1.6614194e-07
55,1.7711868e-07
56,1.7685018e-07
57,1.7115578e-07
58,1.6383987e-07
59,1.5682363e-07
60,1.508331e-07
61,1.4598497e-07
62,1.4214865e-07
63,1.3912768e-07
64,1.3673838e-07
65,1.3483248e-07
66,1.3329742e-07
67,1.3205232e-07
68,1.310356e-07
69,1.3020261e-07
70,1.2951764e-07
71,1.2895407e-07
72,1.2848977e-07
73,1.2810736e-07
74,1.2779228e-07
75,1.2753262e-07
76,1.2731834e-07
77,1.2714231e-07
78,1.2699711e-07
79,1.2687778e-07
80,1.2677944e-07
81,1.2669867e-07
82,1.2663249e-07
83,1.2657834e-07
84,1.2653395e-07
85,1.2649762e-07
86,1.2646781e-07
87,1.2644381e-07
88,1.2642434e-07
89,1.2640872e-07
90,1.2639573e-07
91,1.2638579e-07
92,1.2637747e-07
93,1.263709e-07
94,1.2636555e-07
95,1.2636163e-07
96,1.2635809e-07
97,1.2635574e-07
98,1.2635394e-07
99,1.2635235e-07
100,1.2635114e-07
101,1.2635061e-07
102,1.2635e-07
103,1.2634979e-07
104,1.2634955e-07
105,1.2634949e-07
106,1.2634949e-07
107,1.2634933e-07
108,1.263494e-07
109,1.2634986e-07
110,1.2635e-07
111,1.2635032e-07
112,1.2635054e-07
113,1.2635061e-07
114,1.2635061e-07
115,1.2635091e-07
116,1.2635114e-07
117,1.2635122e-07
118,1.2635145e-07
119,1.2635175e-07
120,1.263519e-07
121,1.2635212e-07
122,1.2635228e-07
123,1.2635235e-07
124,1.2635228e-07
125,1.2635228e-07
126,1.2635228e-07
127,1.2635257e-07
128,1.2635273e-07
129,1.263528e-07
130,1.2635294e-07
131,1.2635303e-07
132,1.2635311e-07
133,1.2635303e-07
134,1.2635317e-07
135,1.2635334e-07
136,1.2635334e-07
137,1.2635334e-07
138,1.2635334e-07
139,1.2635348e-07
140,1.2635341e-07
141,1.2635348e-07
142,1.2635334e-07
143,1.2635348e-07
144,1.2635348e-07
145,1.2635348e-07
146,1.2635348e-07
147,1.2635348e-07
148,1.2635357e-07
149,1.2635363e-07
150,1.2635357e-07
151,1.2635348e-07
152,1.2635363e-07
153,1.2635371e-07
154,1.2635363e-07
155,1.2635371e-07
156,1.2635371e-07
157,1.2635371e-07
158,1.2635363e-07
159,1.2635371e-07
160,1.2635371e-07
161,1.2635371e-07
162,1.2635371e-07
163,1.2635378e-07
164,1.2635378e-07
165,1.2635378e-07
166,1.2635371e-07
167,1.2635371e-07
168,1.2635363e-07
169,1.2635371e-07
170,1.2635378e-07
171,1.2635371e-07
172,1.2635378e-07
173,1.2635371e-07
174,1.2635371e-07
175,1.2635371e-07
176,1.2635378e-07
177,1.2635371e-07
178,1.2635371e-07
179,1.2635371e-07
180,1.2635378e-07
181,1.2635371e-07
182,1.2635378e-07
183,1.2635371e-07
184,1.2635378e-07
185,1.2635371e-07
186,1.2635378e-07
187,1.2635371e-07
188,1.2635378e-07
189,1.2635371e-07
190,1.2635378e-07
191,1.2635371e-07
192,1.2635378e-07
193,1.2635371e-07
194,1.2635378e-07
195,1.2635371e-07
196,1.2635378e-07
197,1.2635371e-07
198,1.2635378e-07
199,1.2635371e-07
200,1.2635378e-07
201,1.2635371e-07
202,1.2635378e-07
203,1.2635371e-07
204,1.2635378e-07
205,1.2635371e-07
206,1.2635378e-07
207,1.2635371e-07
208,1.2635378e-07
209,1.2635371e-07
210,1.2635378e-07
211,1.2635371e-07
212,1.2635378e-07
213,1.2635371e-07
214,1.2635378e-07
215,1.2635371e-07
216,1.2635378e-07
217,1.2635371e-07
218,1.2635378e-07
219,1.2635371e-07
220,1.2635378e-07
221,1.2635371e-07
222,1.2635378e-07
223,1.2635371e-07
224,1.2635378e-07
225,1.2635371e-07
226,1.2635378e-07
227,1.2635371e-07
228,1.2635378e-07
229,1.2635371e-07
230,1.2635378e-07
231,1.2635371e-07
232,1.2635378e-07
233,1.2635371e-07
234,1.2635378e-07
235,1.2635371e-07
236,1.2635378e-07
237,1.2635371e-07
238,1.2635378e-07
239,1.2635371e-07
240,1.2635378e-07
241,1.2635371e-07
242,1.2635378e-07
243,1.2635371e-07
244,1.2635378e-07
245,1.2635371e-07
246,1.2635378e-07
247,1.2635371e-07
248,1.2635378e-07
249,1.2635371e-07
250,1.2635378e-07
251,1.2635371e-07
252,1.2635378e-07
253,1.2635371e-07
254,1.2635378e-07
255,1.2635371e-07
256,1.2635378e-07
257,1.2635371e-07
258,1.2635378e-07
259,1.2635371e-07
260,1.2635378e-07
261,1.2635371e-07
262,1.2635378e-07
263,1.2635371e-07
264,1.2635378e-07
265,1.2635371e-07
266,1.2635378e-07
267,1.2635371e-07
268,1.2635378e-07
269,1.2635371e-07
270,1.2635378e-07
271,1.2635371e-07
272,1.2635378e-07
273,1.2635371e-07
274,1.2635378e-07
275,1.2635371e-07
276,1.2635378e-07
277,1.2635371e-07
278,1.2635378e-07
279,1.2635371e-07
280,1.2635378e-07
281,1.2635371e-07
282,1.2635378e-07
283,1.2635371e-07
284,1.2635378e-07
285,1.2635371e-07
286,1.2635378e-07
287,1.2635371e-07
288,1.2635378e-07
289,1.2635371e-07
290,1.2635378e-07
291,1.2635371e-07
292,1.2635378e-07
293,1.2635371e-07
294,1.2635378e-07
295,1.2635371e-07
296,1.2635378e-07
297,1.2635371e-07
298,1.2635378e-07
299,1.2635371e-07
300,1.2635378e-07
301,1.2635371e-07
302,1.2635378e-07
303,1.2635371e-07
304,1.2635378e-07
305,1.2635371e-07
306,1.2635378e-07
307,1.2635371e-07
308,1.2635378e-07
309,1.2635371e-07
310,1.2635378e-07
311,1.2635371e-07
312,1.2635378e-07
313,1.2635371e-07
314,1.2635378e-07
315,1.2635371e-07
316,1.2635378e-07
317,1.2635371e-07
318,1.2635378e-07
319,1.2635371e-07
320,1.2635378e-07
321,1.2635371e-07
322,1.2635378e-07
323,1.2635371e-07
324,1.2635378e-07
325,1.2635371e-07
326,1.2635378e-07
327,1.2635371e-07
328,1.2635378e-07
329,1.2635371e-07
330,1.2635378e-07
331,1.2635371e-07
332,1.2635378e-07
333,1.2635371e-07
334,1.2635378e-07
335,1.2635371e-07
336,1.2635378e-07
337,1.2635371e-07
338,1.2635378e-07
339,1.2635371e-07
340,1.2635378e-07
341,1.2635371e-07
342,1.2635378e-07
343,1.2635371e-07
