,0
0,1.0319194e-05
1,0.27176473
2,0.19972822
3,0.19571878
4,0.05163271
5,0.24275862
6,0.10960249
7,0.053929996
8,0.0017966384
9,0.012534653
10,0.0012264021
11,0.0030662527
12,0.001345902
13,3.4928846e-06
14,0.00054540794
15,0.010393683
16,6.8466835e-07
17,0.0851369
18,0.027178863
19,0.07917405
20,0.0039150217
21,0.002271398
22,0.00031406435
23,0.0001487394
24,0.074777626
25,0.029873617
26,0.032415804
27,0.00529806
28,0.00058871246
29,0.004079852
30,0.024271652
31,0.008006909
32,0.00022624269
33,4.20669e-06
34,0.0013663427
35,0.00083792506
36,0.00011842431
37,1.888297e-05
38,0.0006106949
39,0.00018403184
40,8.319373e-05
41,7.0054986e-05
42,7.488967e-05
43,0.0013652858
44,0.006547408
45,0.00042084156
46,0.0007630353
47,0.0005538305
48,0.0006116235
49,0.00045874805
50,0.00016433792
51,0.00046935966
52,0.00021538691
53,0.00041216807
54,0.00023506013
55,0.00040429973
56,0.00015954488
57,0.00034346688
58,6.9864225e-05
59,1.8443643e-05
60,0.00060142373
61,0.0002056806
62,0.00040593313
63,0.00023665054
64,0.005788607
65,0.016046384
66,0.0054676365
67,0.0015096024
68,0.005716389
69,8.736264e-05
70,0.00058762595
71,6.685303e-05
72,1.1107758e-05
73,8.192825e-06
74,1.1328468e-05
75,0.006403477
76,0.0016656759
77,0.0015334854
78,0.00082943233
79,0.00012662869
80,1.9121442e-05
81,8.744499e-06
82,9.924575e-06
83,1.2580035e-05
84,0.0005824587
85,0.00021849388
86,6.478241e-05
87,2.1971817e-05
88,1.3942089e-05
89,0.0027300685
90,0.0007194359
91,0.0001472486
92,2.7556423e-05
93,1.1616151e-05
94,1.0822851e-05
95,1.2443423e-05
96,1.39144395e-05
97,0.0027087126
98,0.00072824355
99,0.0001492467
100,2.7875893e-05
101,1.1648898e-05
102,1.0786232e-05
103,1.23841555e-05
104,1.3854714e-05
105,1.4709251e-05
106,1.5075366e-05
107,1.516647e-05
108,1.513411e-05
109,1.5061294e-05
110,1.49861435e-05
111,1.4922744e-05
112,1.4873946e-05
113,1.4838235e-05
114,1.4812841e-05
115,1.4795038e-05
116,1.4782659e-05
117,1.4774057e-05
118,1.47680885e-05
119,1.4763908e-05
120,1.47609935e-05
121,1.47589135e-05
122,1.4757453e-05
123,1.4756398e-05
124,1.4755653e-05
125,1.4755106e-05
126,1.4754682e-05
127,1.4754398e-05
128,1.4754187e-05
129,1.4754035e-05
130,1.4753909e-05
131,1.4753821e-05
132,1.4753768e-05
133,1.4753714e-05
134,1.4753694e-05
135,1.4753662e-05
136,1.4753637e-05
137,1.475363e-05
138,1.4753616e-05
139,1.4753606e-05
140,1.4753606e-05
141,1.4753594e-05
142,1.4753578e-05
143,1.4753588e-05
144,1.4753573e-05
145,1.4753573e-05
146,1.4753573e-05
147,1.4753584e-05
148,1.4753584e-05
149,1.4753573e-05
150,1.4753573e-05
151,1.4753573e-05
152,1.4753573e-05
153,1.4753573e-05
154,1.4753573e-05
155,1.4753573e-05
156,1.4753578e-05
157,1.4753578e-05
158,1.4753573e-05
159,1.4753573e-05
160,1.4753573e-05
161,0.002708793
162,0.00072572264
163,0.00014791565
164,2.7364313e-05
165,1.1384169e-05
166,1.0593715e-05
167,1.2233888e-05
168,1.3741481e-05
169,1.4627107e-05
170,1.5017111e-05
171,1.5125541e-05
172,1.5105404e-05
173,1.504108e-05
174,1.4971807e-05
175,1.4912518e-05
176,1.4866625e-05
177,1.48329555e-05
178,1.4809007e-05
179,1.4792242e-05
180,1.4780594e-05
181,1.4772544e-05
182,1.4766961e-05
183,1.4763099e-05
184,1.4760383e-05
185,1.4758451e-05
186,1.4757112e-05
187,1.475613e-05
188,1.4755457e-05
189,1.47549545e-05
190,1.4754592e-05
191,1.4754309e-05
192,1.4754125e-05
193,1.4753993e-05
194,1.4753883e-05
195,1.4753809e-05
196,1.4753752e-05
197,1.4753694e-05
198,1.4753662e-05
199,1.4753647e-05
200,1.475363e-05
201,1.4753616e-05
202,1.475361e-05
203,1.47536e-05
204,1.4753588e-05
205,0.002708793
206,0.000725723
207,0.00014791569
208,2.7364313e-05
209,1.138416e-05
210,1.0593707e-05
211,1.2233888e-05
212,1.3741485e-05
213,0.0005817266
214,0.00021685824
215,6.358002e-05
216,2.131035e-05
217,1.350642e-05
218,0.006438275
219,0.0016379614
220,0.00027024996
221,3.363322e-05
222,9.403151e-06
223,8.652368e-06
224,1.1109057e-05
225,1.336893e-05
226,1.4695949e-05
227,1.5264428e-05
228,1.5402857e-05
229,1.5349111e-05
230,1.5233475e-05
231,1.51153035e-05
232,0.0005792921
233,0.00021655636
234,6.30872e-05
235,2.100692e-05
236,1.32999485e-05
237,1.2744486e-05
238,1.3541105e-05
239,1.427529e-05
240,0.0027095103
241,0.00072665705
242,0.001909875
243,0.00079233013
244,0.00013274797
245,0.0026290468
246,0.0006784999
247,0.00013067268
248,2.400533e-05
249,1.0890821e-05
250,1.0898125e-05
251,1.2839751e-05
252,1.4387481e-05
253,1.51854165e-05
254,1.5451627e-05
255,1.5445003e-05
256,1.5333017e-05
257,1.5200638e-05
258,1.5082893e-05
259,0.0005794558
260,0.00017503914
261,0.0003517994
262,7.288064e-05
263,1.8673669e-05
264,1.1261072e-05
265,1.1599656e-05
266,1.3092624e-05
267,0.00058422337
268,0.0002161796
269,6.347612e-05
270,2.1317954e-05
271,1.3531167e-05
272,1.2927615e-05
273,1.3683115e-05
274,1.4380556e-05
275,1.4776069e-05
276,1.4939106e-05
277,1.4973764e-05
278,1.4951922e-05
279,1.4912523e-05
280,1.4873245e-05
281,1.4840516e-05
282,1.4815451e-05
