timestamp,value,anomaly_score,raw_score,label,S(t)_standard,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate
1970-01-01 00:00:00,0.011,0.030102999665900007,1.0,0,-0.11,-0.22,-0.11
1970-01-01 00:00:01,0.07,0.030102999665900007,1.0,0,-0.11,-0.22,-0.11
1970-01-01 00:00:02,-0.325,1.0,1.0,0,-0.11,-0.22,-0.11
1970-01-01 00:00:03,-0.314,0.030102999665900007,0.17499999702,0,-0.11,-0.22,-0.11
1970-01-01 00:00:04,-0.033,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
1970-01-01 00:00:05,0.205,1.0,0.10000000149,0,-0.11,-0.22,-0.11
1970-01-01 00:00:06,-0.225,0.030102999665900007,0.10000000149,0,-0.11,-0.22,-0.11
1970-01-01 00:00:07,0.326,1.0,0.0250000003725,0,-0.11,-0.22,-0.11
1970-01-01 00:00:08,0.014,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
1970-01-01 00:00:09,0.124,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
1970-01-01 00:00:10,0.31,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
1970-01-01 00:00:11,-0.115,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
1970-01-01 00:00:12,-0.035,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
1970-01-01 00:00:13,-0.755,1.0,0.15000000596,0,-0.11,-0.22,-0.11
1970-01-01 00:00:14,-0.397,0.030102999665900007,0.0250000003725,0,-0.11,-0.22,-0.11
1970-01-01 00:00:15,0.002,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
1970-01-01 00:00:16,-0.125,0.030102999665900007,0.0250000003725,0,-0.11,-0.22,-0.11
1970-01-01 00:00:17,-0.124,0.030102999665900007,0.0500000007451,0,-0.11,-0.22,-0.11
1970-01-01 00:00:18,0.237,0.030102999665900007,0.0500000007451,0,-0.11,-0.22,-0.11
1970-01-01 00:00:19,0.609,1.0,0.125,0,-0.11,-0.22,-0.11
1970-01-01 00:00:20,0.177,0.030102999665900007,0.0500000007451,0,-0.11,-0.22,-0.11
1970-01-01 00:00:21,-0.25,0.030102999665900007,0.0500000007451,0,-0.11,-0.22,-0.11
1970-01-01 00:00:22,0.197,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
1970-01-01 00:00:23,0.131,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
1970-01-01 00:00:24,0.177,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
1970-01-01 00:00:25,0.337,0.030102999665900007,0.0250000003725,0,-0.11,-0.22,-0.11
1970-01-01 00:00:26,0.212,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
1970-01-01 00:00:27,0.07,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
1970-01-01 00:00:28,0.015,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
1970-01-01 00:00:29,0.205,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
1970-01-01 00:00:30,-0.03,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
1970-01-01 00:00:31,-0.02,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
1970-01-01 00:00:32,-0.19,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
1970-01-01 00:00:33,-0.131,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
1970-01-01 00:00:34,0.252,0.030102999665900007,0.0,0,-0.11,-0.22,-0.11
1970-01-01 00:00:35,0.43,0.030102999665900007,0.0250000003725,0,-0.11,-0.22,-0.11
