timestamp,value
1970-01-01 00:00:00,0.281
1970-01-01 00:00:01,0.306
1970-01-01 00:00:02,0.11699999999999999
1970-01-01 00:00:03,-0.35
1970-01-01 00:00:04,-0.348
1970-01-01 00:00:05,-0.027999999999999997
1970-01-01 00:00:06,-0.192
1970-01-01 00:00:07,-0.128
1970-01-01 00:00:08,-0.026000000000000002
1970-01-01 00:00:09,-0.12
1970-01-01 00:00:10,-0.262
1970-01-01 00:00:11,-0.126
1970-01-01 00:00:12,-0.059000000000000004
1970-01-01 00:00:13,-0.457
1970-01-01 00:00:14,-0.135
1970-01-01 00:00:15,0.08900000000000001
1970-01-01 00:00:16,-0.244
1970-01-01 00:00:17,-0.174
1970-01-01 00:00:18,0.21600000000000003
1970-01-01 00:00:19,0.35700000000000004
1970-01-01 00:00:20,-0.040999999999999995
1970-01-01 00:00:21,-0.031
1970-01-01 00:00:22,-0.042
1970-01-01 00:00:23,0.24100000000000002
1970-01-01 00:00:24,-0.606
1970-01-01 00:00:25,-0.604
1970-01-01 00:00:26,-0.272
1970-01-01 00:00:27,0.5589999999999999
1970-01-01 00:00:28,-0.502
1970-01-01 00:00:29,-0.28300000000000003
1970-01-01 00:00:30,0.504
1970-01-01 00:00:31,0.319
1970-01-01 00:00:32,0.064
1970-01-01 00:00:33,0.163
1970-01-01 00:00:34,-0.319
1970-01-01 00:00:35,-0.33299999999999996
1970-01-01 00:00:36,-0.242
1970-01-01 00:00:37,-0.163
1970-01-01 00:00:38,-0.18600000000000003
1970-01-01 00:00:39,-0.004
1970-01-01 00:00:40,0.21100000000000002
1970-01-01 00:00:41,-0.272
1970-01-01 00:00:42,0.405
1970-01-01 00:00:43,0.284
1970-01-01 00:00:44,0.048
1970-01-01 00:00:45,-0.107
1970-01-01 00:00:46,0.005
1970-01-01 00:00:47,-0.01
1970-01-01 00:00:48,0.018000000000000002
1970-01-01 00:00:49,0.7340000000000001
1970-01-01 00:00:50,-0.512
1970-01-01 00:00:51,0.256
1970-01-01 00:00:52,0.066
1970-01-01 00:00:53,-0.258
1970-01-01 00:00:54,-0.36200000000000004
1970-01-01 00:00:55,-0.145
1970-01-01 00:00:56,-0.547
1970-01-01 00:00:57,-0.507
1970-01-01 00:00:58,0.09699999999999999
1970-01-01 00:00:59,0.052000000000000005
1970-01-01 00:01:00,0.535
1970-01-01 00:01:01,-0.171
1970-01-01 00:01:02,-0.9520000000000001
1970-01-01 00:01:03,0.537
1970-01-01 00:01:04,-0.078
1970-01-01 00:01:05,-0.28300000000000003
1970-01-01 00:01:06,0.223
1970-01-01 00:01:07,0.055
1970-01-01 00:01:08,-0.124
1970-01-01 00:01:09,0.45
1970-01-01 00:01:10,-0.158
1970-01-01 00:01:11,-0.1
1970-01-01 00:01:12,0.008
1970-01-01 00:01:13,-0.377
1970-01-01 00:01:14,0.02
1970-01-01 00:01:15,-0.307
1970-01-01 00:01:16,-0.632
1970-01-01 00:01:17,-0.214
1970-01-01 00:01:18,0.62
1970-01-01 00:01:19,0.478
1970-01-01 00:01:20,-0.099
1970-01-01 00:01:21,0.66
1970-01-01 00:01:22,-0.485
1970-01-01 00:01:23,-0.44299999999999995
1970-01-01 00:01:24,-0.294
1970-01-01 00:01:25,0.655
1970-01-01 00:01:26,-0.33799999999999997
1970-01-01 00:01:27,-0.08900000000000001
1970-01-01 00:01:28,-0.134
1970-01-01 00:01:29,0.267
1970-01-01 00:01:30,-0.337
1970-01-01 00:01:31,-0.306
1970-01-01 00:01:32,-0.39799999999999996
1970-01-01 00:01:33,0.33399999999999996
1970-01-01 00:01:34,0.07200000000000001
1970-01-01 00:01:35,-0.66
1970-01-01 00:01:36,0.327
1970-01-01 00:01:37,-0.18
1970-01-01 00:01:38,-0.525
1970-01-01 00:01:39,0.19699999999999998
1970-01-01 00:01:40,0.098
1970-01-01 00:01:41,0.653
1970-01-01 00:01:42,0.21600000000000003
1970-01-01 00:01:43,0.179
1970-01-01 00:01:44,0.312
1970-01-01 00:01:45,0.23800000000000002
1970-01-01 00:01:46,-0.28300000000000003
1970-01-01 00:01:47,-0.29600000000000004
1970-01-01 00:01:48,0.155
1970-01-01 00:01:49,-0.031
1970-01-01 00:01:50,-0.361
1970-01-01 00:01:51,-0.608
1970-01-01 00:01:52,-0.983
1970-01-01 00:01:53,0.966
1970-01-01 00:01:54,-0.09
1970-01-01 00:01:55,-0.1
1970-01-01 00:01:56,-0.037000000000000005
1970-01-01 00:01:57,-0.040999999999999995
1970-01-01 00:01:58,-0.031
1970-01-01 00:01:59,0.816
1970-01-01 00:02:00,0.715
1970-01-01 00:02:01,0.48700000000000004
1970-01-01 00:02:02,-0.20600000000000002
1970-01-01 00:02:03,-0.249
1970-01-01 00:02:04,0.183
1970-01-01 00:02:05,-0.243
1970-01-01 00:02:06,-0.105
1970-01-01 00:02:07,0.221
1970-01-01 00:02:08,-0.818
1970-01-01 00:02:09,0.12
1970-01-01 00:02:10,0.055
1970-01-01 00:02:11,0.106
1970-01-01 00:02:12,-0.499
1970-01-01 00:02:13,0.174
1970-01-01 00:02:14,0.163
1970-01-01 00:02:15,0.401
1970-01-01 00:02:16,0.33899999999999997
1970-01-01 00:02:17,-0.856
1970-01-01 00:02:18,-0.48
1970-01-01 00:02:19,0.35600000000000004
1970-01-01 00:02:20,-0.693
1970-01-01 00:02:21,0.044000000000000004
1970-01-01 00:02:22,0.037000000000000005
1970-01-01 00:02:23,-0.32
1970-01-01 00:02:24,-0.306
1970-01-01 00:02:25,-0.5670000000000001
1970-01-01 00:02:26,0.767
1970-01-01 00:02:27,0.747
1970-01-01 00:02:28,0.33
1970-01-01 00:02:29,-0.022000000000000002
1970-01-01 00:02:30,0.044000000000000004
1970-01-01 00:02:31,-1.081
1970-01-01 00:02:32,-0.14
1970-01-01 00:02:33,-0.26899999999999996
1970-01-01 00:02:34,-0.17600000000000002
1970-01-01 00:02:35,0.597
1970-01-01 00:02:36,-0.7609999999999999
1970-01-01 00:02:37,-0.392
1970-01-01 00:02:38,-0.212
1970-01-01 00:02:39,0.26899999999999996
1970-01-01 00:02:40,-0.408
1970-01-01 00:02:41,0.469
1970-01-01 00:02:42,0.077
1970-01-01 00:02:43,0.254
1970-01-01 00:02:44,0.185
1970-01-01 00:02:45,-0.62
1970-01-01 00:02:46,0.305
1970-01-01 00:02:47,-0.775
1970-01-01 00:02:48,-0.059000000000000004
1970-01-01 00:02:49,0.03
1970-01-01 00:02:50,-0.23399999999999999
1970-01-01 00:02:51,-0.091
1970-01-01 00:02:52,-0.589
1970-01-01 00:02:53,-0.039
1970-01-01 00:02:54,-0.21100000000000002
1970-01-01 00:02:55,-0.152
1970-01-01 00:02:56,-0.252
1970-01-01 00:02:57,-0.263
1970-01-01 00:02:58,0.053
1970-01-01 00:02:59,-0.7340000000000001
1970-01-01 00:03:00,-0.45
1970-01-01 00:03:01,-0.085
1970-01-01 00:03:02,0.39299999999999996
1970-01-01 00:03:03,-0.7090000000000001
1970-01-01 00:03:04,0.43200000000000005
1970-01-01 00:03:05,-0.40700000000000003
1970-01-01 00:03:06,-0.203
