timestamp,value
1970-01-01 00:00:00,0.066
1970-01-01 00:00:01,0.34600000000000003
1970-01-01 00:00:02,-0.263
1970-01-01 00:00:03,-0.742
1970-01-01 00:00:04,-0.03
1970-01-01 00:00:05,0.768
1970-01-01 00:00:06,-0.003
1970-01-01 00:00:07,0.478
1970-01-01 00:00:08,-0.32899999999999996
1970-01-01 00:00:09,0.217
1970-01-01 00:00:10,0.079
1970-01-01 00:00:11,0.13699999999999998
1970-01-01 00:00:12,-0.161
1970-01-01 00:00:13,0.18600000000000003
1970-01-01 00:00:14,0.441
1970-01-01 00:00:15,0.14
1970-01-01 00:00:16,0.24
1970-01-01 00:00:17,0.23600000000000002
1970-01-01 00:00:18,0.419
1970-01-01 00:00:19,-0.479
1970-01-01 00:00:20,-0.33899999999999997
1970-01-01 00:00:21,-0.166
1970-01-01 00:00:22,0.898
1970-01-01 00:00:23,-0.5479999999999999
1970-01-01 00:00:24,-0.654
1970-01-01 00:00:25,0.787
1970-01-01 00:00:26,0.855
1970-01-01 00:00:27,-0.179
1970-01-01 00:00:28,-0.825
1970-01-01 00:00:29,0.7040000000000001
1970-01-01 00:00:30,0.996
1970-01-01 00:00:31,0.177
1970-01-01 00:00:32,0.187
1970-01-01 00:00:33,0.47600000000000003
1970-01-01 00:00:34,0.325
1970-01-01 00:00:35,0.526
1970-01-01 00:00:36,0.84
1970-01-01 00:00:37,-0.22899999999999998
1970-01-01 00:00:38,-0.642
1970-01-01 00:00:39,0.235
1970-01-01 00:00:40,-0.085
1970-01-01 00:00:41,-0.644
1970-01-01 00:00:42,-0.02
1970-01-01 00:00:43,0.063
1970-01-01 00:00:44,0.061
1970-01-01 00:00:45,0.26899999999999996
1970-01-01 00:00:46,-0.409
1970-01-01 00:00:47,-0.12300000000000001
1970-01-01 00:00:48,-0.023
1970-01-01 00:00:49,-0.49200000000000005
1970-01-01 00:00:50,0.498
1970-01-01 00:00:51,0.05
1970-01-01 00:00:52,0.037000000000000005
1970-01-01 00:00:53,0.147
1970-01-01 00:00:54,-0.205
1970-01-01 00:00:55,-0.494
1970-01-01 00:00:56,-0.359
1970-01-01 00:00:57,0.244
1970-01-01 00:00:58,0.332
1970-01-01 00:00:59,0.48
1970-01-01 00:01:00,-0.493
1970-01-01 00:01:01,-0.17600000000000002
1970-01-01 00:01:02,0.306
1970-01-01 00:01:03,0.016
1970-01-01 00:01:04,-0.264
1970-01-01 00:01:05,-0.03
1970-01-01 00:01:06,-0.248
1970-01-01 00:01:07,0.841
1970-01-01 00:01:08,-0.19
1970-01-01 00:01:09,0.207
1970-01-01 00:01:10,0.166
1970-01-01 00:01:11,-0.7240000000000001
1970-01-01 00:01:12,-0.375
1970-01-01 00:01:13,0.22
1970-01-01 00:01:14,0.804
1970-01-01 00:01:15,0.612
1970-01-01 00:01:16,0.353
1970-01-01 00:01:17,-0.521
1970-01-01 00:01:18,-0.201
1970-01-01 00:01:19,-0.27399999999999997
1970-01-01 00:01:20,-0.083
1970-01-01 00:01:21,-0.373
1970-01-01 00:01:22,0.635
1970-01-01 00:01:23,0.473
1970-01-01 00:01:24,-1.159
1970-01-01 00:01:25,-0.182
1970-01-01 00:01:26,0.045
