,0
0,9.855274e-08
1,0.5062962
2,0.38679516
3,0.015542438
4,0.01484642
5,0.004207761
6,0.0005898141
7,0.005164011
8,0.015530142
9,0.0010824938
10,0.0008568143
11,0.00034686248
12,0.00029424237
13,0.00039663195
14,0.0005216736
15,0.00059558655
16,0.040307447
17,0.00027759076
18,0.0041399114
19,5.6607416e-05
20,0.0007019903
21,0.006048526
22,0.00021294379
23,0.0004016261
24,0.00093981513
25,0.00052783196
26,0.000357711
27,0.0034931423
28,8.682624e-07
29,2.1518817e-05
30,0.00029284824
31,0.00014119328
32,7.603073e-05
33,4.404876e-05
34,2.6672478e-05
35,1.6507538e-05
36,1.0354769e-05
37,0.00050390686
38,2.1235133e-05
39,9.653534e-06
40,4.3544055e-06
41,2.2674567e-06
42,1.4194903e-06
43,1.0278545e-06
44,0.00058135
45,1.089653e-05
46,4.6221135e-06
47,1.8941936e-06
48,9.612074e-07
49,6.465095e-07
50,5.313329e-07
51,4.830034e-07
52,4.5757514e-07
53,4.4037662e-07
54,4.2684775e-07
55,0.0005939259
56,0.00048038436
57,2.104086e-05
58,0.0005002504
59,0.00043888268
60,0.0004003994
61,3.0100637e-05
62,0.0004830542
63,0.0004296559
64,0.00039415277
65,3.1580515e-05
66,0.0004780382
67,0.00042538746
68,2.7567989e-05
69,9.173766e-06
70,0.0005387183
71,0.00045295458
72,2.472326e-05
73,8.4983985e-06
74,3.0328476e-06
75,0.00056797406
76,0.00046632037
77,2.3138422e-05
78,7.942623e-06
79,2.783054e-06
80,1.2616886e-06
81,0.0005819462
82,1.0660071e-05
83,4.5035003e-06
84,1.8573645e-06
85,9.549166e-07
86,6.503972e-07
87,5.3835953e-07
88,4.904357e-07
89,4.642726e-07
90,4.4594728e-07
91,0.00059334404
92,9.659381e-06
93,4.030629e-06
94,1.6098453e-06
95,0.00058157643
96,1.031452e-05
97,4.21443e-06
98,1.6859042e-06
99,8.548175e-07
100,5.867312e-07
101,4.949386e-07
102,0.00059230195
103,9.77715e-06
104,4.099186e-06
105,1.649629e-06
106,0.0005809263
107,1.0390093e-05
108,4.2525044e-06
109,1.7048178e-06
110,0.00058009767
111,0.0004741705
112,2.1801e-05
113,7.328846e-06
114,2.490671e-06
115,1.1059153e-06
116,6.988669e-07
117,5.660357e-07
118,5.1464286e-07
119,4.8720455e-07
120,4.666869e-07
121,4.4895825e-07
122,4.335372e-07
123,4.2057073e-07
124,4.100539e-07
125,4.0176982e-07
126,3.9538344e-07
127,3.9053634e-07
128,3.8689848e-07
129,3.8418833e-07
130,3.8218087e-07
131,3.806988e-07
132,3.7960746e-07
133,3.788053e-07
134,3.7821604e-07
135,3.7778395e-07
136,3.7746682e-07
137,3.7723464e-07
138,3.7706434e-07
139,3.7693934e-07
140,3.7684785e-07
141,3.7678083e-07
142,3.7673178e-07
143,3.7669594e-07
144,3.7666928e-07
145,3.7664978e-07
146,3.7663577e-07
147,3.7662556e-07
148,3.7661803e-07
149,3.766125e-07
150,3.7660843e-07
151,3.7660536e-07
152,3.7660317e-07
153,3.766019e-07
154,3.7660055e-07
155,3.7659998e-07
156,3.7659936e-07
157,3.765991e-07
158,3.7659865e-07
159,3.7659834e-07
160,3.7659822e-07
161,3.7659822e-07
162,3.7659822e-07
163,3.7659822e-07
164,3.7659794e-07
165,3.7659794e-07
166,3.7659794e-07
167,3.7659794e-07
168,3.7659794e-07
169,3.7659794e-07
170,3.7659794e-07
171,3.7659794e-07
172,3.7659794e-07
173,3.7659794e-07
174,3.7659765e-07
175,3.7659765e-07
176,3.7659794e-07
177,3.7659794e-07
178,3.7659794e-07
179,3.7659765e-07
180,3.7659794e-07
181,3.7659794e-07
182,3.7659794e-07
183,3.7659794e-07
184,3.7659765e-07
185,3.7659794e-07
186,3.7659794e-07
187,3.7659794e-07
188,3.7659794e-07
189,3.7659765e-07
190,3.7659794e-07
191,3.7659777e-07
192,3.7659794e-07
193,3.7659765e-07
194,3.7659765e-07
195,3.7659794e-07
196,3.7659777e-07
197,3.7659794e-07
198,3.7659794e-07
199,3.7659765e-07
200,3.7659794e-07
201,3.7659777e-07
202,3.7659794e-07
203,3.7659765e-07
204,3.7659765e-07
205,3.7659794e-07
206,3.7659777e-07
207,3.7659794e-07
208,3.7659794e-07
209,3.7659765e-07
210,3.7659794e-07
211,3.7659777e-07
212,3.7659794e-07
213,3.7659794e-07
214,3.7659765e-07
215,3.7659794e-07
216,3.7659777e-07
217,3.7659794e-07
218,3.7659794e-07
219,3.7659765e-07
220,3.7659794e-07
221,3.7659777e-07
222,3.7659794e-07
223,3.7659794e-07
224,3.7659765e-07
225,3.7659794e-07
226,3.7659777e-07
227,3.7659794e-07
228,3.7659794e-07
229,3.7659765e-07
230,3.7659794e-07
231,3.7659777e-07
232,3.7659794e-07
233,0.0005954424
234,9.439048e-06
235,3.9222077e-06
236,1.557245e-06
237,7.807551e-07
238,5.351375e-07
239,4.5550644e-07
240,4.289685e-07
241,4.184722e-07
242,4.1198237e-07
243,4.0622743e-07
244,4.007558e-07
245,3.957777e-07
246,3.9149688e-07
247,3.8798086e-07
248,3.8518752e-07
249,3.8302252e-07
250,3.8137367e-07
251,3.8013198e-07
252,3.7920438e-07
253,3.785167e-07
254,3.7800814e-07
255,3.776336e-07
256,3.7735782e-07
257,3.7715523e-07
258,3.7700661e-07
259,3.768972e-07
260,3.7681724e-07
261,3.7675838e-07
262,3.7671572e-07
263,3.766846e-07
264,3.7666084e-07
265,3.7664364e-07
266,3.7663142e-07
267,3.766227e-07
268,3.7661584e-07
269,3.766106e-07
270,3.7660726e-07
271,3.7660433e-07
272,3.7660246e-07
273,3.7660084e-07
274,3.7659998e-07
275,3.7659936e-07
276,3.765988e-07
277,0.0005954424
278,9.43905e-06
279,0.00053060695
280,1.4158983e-05
281,5.1037937e-06
282,1.8711161e-06
283,8.971001e-07
284,6.018537e-07
285,5.058834e-07
286,4.7059876e-07
287,4.529209e-07
288,4.3979486e-07
289,4.280959e-07
290,4.175846e-07
291,4.0852473e-07
292,4.010454e-07
293,3.9507836e-07
294,3.9043732e-07
295,3.868926e-07
296,3.8421982e-07
297,3.8222223e-07
298,3.8073833e-07
299,3.7964165e-07
300,3.7883294e-07
301,3.7823793e-07
302,3.778007e-07
303,3.7747952e-07
304,3.7724442e-07
305,3.7707156e-07
306,3.769447e-07
307,3.7685192e-07
308,3.7678433e-07
309,3.7673422e-07
310,3.766978e-07
311,3.7667076e-07
312,3.7665095e-07
313,3.766364e-07
314,3.766262e-07
315,3.766186e-07
316,3.7661275e-07
317,3.7660843e-07
318,3.7660553e-07
319,3.7660348e-07
320,3.766019e-07
321,3.766007e-07
322,3.7659998e-07
323,3.7659936e-07
324,3.765988e-07
325,3.765985e-07
326,3.7659822e-07
327,3.7659822e-07
328,3.7659808e-07
329,3.7659808e-07
330,3.7659794e-07
331,3.7659794e-07
332,3.7659794e-07
333,0.0005954424
334,9.439048e-06
335,3.9222077e-06
336,1.5572446e-06
337,7.8075556e-07
338,5.351378e-07
339,4.5550675e-07
340,4.2896878e-07
341,4.184722e-07
