,0
0,6.662944e-05
1,0.12995832
2,0.015623478
3,0.008689133
4,0.010314363
5,0.0035622113
6,0.018504167
7,0.10160229
8,0.0005543496
9,0.18426399
10,0.0105897365
11,0.017099475
12,0.0067592408
13,0.09409217
14,0.018892426
15,0.0007673676
16,0.06021194
17,0.0038456167
18,0.00031321915
19,0.021753605
20,0.00082973525
21,0.07195327
22,0.0034956099
23,0.0014361065
24,0.00013259122
25,0.0029085013
26,0.0008158988
27,0.004547618
28,0.0008742393
29,7.412683e-08
30,0.0060461443
31,0.0012854305
32,0.0074963868
33,0.07915592
34,0.019664677
35,0.0008767912
36,0.000542434
37,0.0009760105
38,0.00048469708
39,0.00031751004
40,0.008843329
41,6.0758397e-05
42,0.00044012425
43,0.000110539964
44,5.8105186e-05
45,7.239897e-05
46,7.059279e-05
47,0.00036942653
48,0.00025953926
49,0.00027479083
50,0.0014583707
51,0.0006892595
52,0.0002884896
53,0.00010451278
54,0.00045068262
55,0.021787606
56,0.0044451663
57,0.00059113523
58,0.0014786622
59,0.00047843735
60,0.009426
61,0.00165804
62,0.065514535
63,0.00056280836
64,0.00037225726
65,0.00076055597
66,0.0006191175
67,0.01770998
68,0.00011482282
69,0.0014895488
70,0.0005434404
71,0.0002591723
72,0.0083866455
73,0.03983967
74,0.0023459652
75,0.00063727295
76,0.0002653273
77,0.00020900076
78,0.00016075029
79,0.00043107657
80,0.052460294
81,0.023708059
82,0.024963738
83,0.0001854265
84,0.0028331347
85,6.233435e-05
86,0.014226427
87,0.00069249456
88,0.0007586726
89,0.017612575
90,0.001081389
91,0.00074363215
92,0.0009262968
93,0.0004367273
94,0.000448759
95,0.00045678872
96,0.0004756753
97,0.0004966837
98,0.00051361445
99,2.0012216e-05
100,0.00077413145
101,0.02005992
102,0.0023094255
103,0.00078387314
104,8.648974e-05
105,0.00040193967
106,0.00023424662
107,0.00027478713
108,0.000314152
109,0.021174382
110,0.0020267793
111,0.0031269954
112,0.001014502
113,0.00026730998
114,0.06641172
115,0.018079774
116,0.0011419412
117,0.00016037948
118,1.9471907e-05
119,0.0027421382
120,0.0046459306
121,5.044093e-05
122,0.00018759731
123,0.00032086502
124,0.0002623076
125,7.83002e-05
126,0.00061926094
127,0.00043090808
128,0.00047936797
129,0.0004971536
130,0.013096636
131,0.0003968906
132,1.0854721e-06
133,0.00035911013
134,0.00027162302
135,0.0013611475
136,0.00091193896
137,0.020776771
138,0.0056572333
139,0.0007999218
140,0.0012195052
141,0.0006662777
142,0.00024223718
143,0.00011831806
144,0.00048779103
145,0.00033092088
146,0.008094263
147,0.0023898515
148,0.0005395495
149,0.0004447863
150,0.0003904638
151,0.00038774445
152,0.0004060456
153,4.4805605e-05
154,0.000683672
155,0.00045534462
156,2.7470907e-05
157,2.1715673e-08
158,0.0006834661
159,0.00048819336
160,0.0005245679
161,0.000532341
162,0.0005411849
163,0.0005486341
164,0.00055395794
165,0.00055792567
166,0.00056088076
167,0.0005631659
168,0.00056503585
169,0.00056666246
170,0.000568156
171,0.000569579
172,0.0005709632
173,0.0005723184
174,0.00057364296
175,1.1789665e-05
176,0.0006702937
177,0.0010728972
178,0.0005236838
179,0.0005606796
180,1.4765494e-05
181,0.0065691555
182,0.0022788995
183,0.0005823262
184,0.00052425865
185,0.00047324828
186,0.00046889082
187,0.00048207832
188,0.0004981696
189,0.0005137512
190,0.00052669534
191,0.028464837
192,0.004131644
193,0.0008015742
194,0.00023801278
195,0.00014264349
196,0.00013071332
197,0.00015798288
198,0.00020284705
199,0.00025499627
200,9.801859e-05
201,0.0005644417
202,6.418093e-05
203,0.0032060563
204,0.00033122092
205,0.00070282747
206,0.00037136843
207,0.00042904177
208,0.020549964
209,0.0038663151
210,0.011445314
211,0.0006876125
212,0.0002770872
213,0.00020008975
214,3.235312e-05
215,2.3145307e-05
216,0.00057603215
217,0.0004307889
218,0.00047850766
219,0.0004914495
220,0.0004978881
221,0.0004988911
222,0.0004957717
223,2.7661343e-05
224,0.048327148
225,0.012451496
226,0.018011399
227,0.0008151562
228,0.00023543906
229,5.3057745e-05
230,4.4063298e-05
231,0.0022127992
232,0.0004422744
233,0.00016431468
234,0.000221309
235,0.00012937516
236,0.00048483472
237,0.00031290145
238,0.00035166988
239,0.00036582546
240,0.00037794787
241,0.00038766334
242,0.0003944412
243,0.00039938104
244,0.00040309198
245,5.2702908e-05
246,0.000629949
247,0.00038930442
248,0.00041067594
249,5.1181094e-05
250,0.0006367539
251,0.00039622973
252,0.0004194671
253,0.00042029217
254,0.00042424895
255,0.00042915836
256,0.0004332586
257,0.00043681037
258,0.00043979904
259,0.0004423234
260,0.001138361
261,0.0010498172
262,0.0011727908
263,0.0010493968
264,0.0004113235
265,0.00041719773
266,0.0012021897
267,0.00054624473
268,0.0007439244
269,0.0003555983
270,0.00040254684
271,0.00040964762
272,0.000421924
273,4.366382e-05
274,0.012349808
275,0.0030350073
276,0.0005095515
277,6.898151e-05
278,0.00046840735
279,0.00026980016
280,0.0003004125
281,0.008423078
282,0.00806311
283,0.001320388
284,0.00023273128
285,0.0002538338
286,0.00025408407
287,0.00027936272
288,0.00030987407
289,0.021352308
290,0.0020163297
291,0.00055898016
292,0.00019462698
293,0.0001392653
294,0.00013460405
295,0.00015715265
296,0.000189745
297,0.00022489544
298,0.00025782958
299,0.00011023457
300,0.0005067678
301,0.0003091266
302,8.124357e-05
303,0.00055156846
304,0.0003331664
305,0.0003574855
306,0.0003598921
307,0.00036452006
308,6.704805e-05
309,0.00058834435
310,0.00035523
311,6.424766e-05
312,0.0005903713
313,0.0012914026
314,0.0009567249
315,0.00036214726
316,0.00037186945
317,0.0040009296
318,0.0014534259
319,6.59575e-05
320,0.019822512
321,0.016597858
322,0.0013645501
323,0.0019458041
324,0.00051163736
325,0.00016124522
326,0.00019666959
327,0.00022584801
328,0.00025898567
329,0.0002901293
330,0.0003141319
331,0.00033107214
332,0.00034181314
333,0.00034780722
334,0.0003505212
335,0.0003511801
336,0.00035070855
337,0.004036337
338,0.0002920488
339,0.0005572849
340,0.00023981492
341,0.00027491726
342,0.00028328487
343,0.00029876397
344,0.0041643493
345,0.023924362
346,0.0010195626
347,0.00033949234
348,0.00014446185
349,0.00012708163
350,0.02331768
351,0.0014856089
352,0.0003996833
353,0.0001240199
354,9.0233734e-05
355,9.246133e-05
356,0.000115329945
357,0.00014596882
358,0.00474489
359,0.0011285761
360,0.00024792977
361,0.008855874
362,0.0018537897
363,0.0001105369
364,0.00038482528
365,0.00019651624
366,0.0040362193
