timestamp,value
1970-01-01 00:00:00,0.18100000000000002
1970-01-01 00:00:01,0.127
1970-01-01 00:00:02,0.58
1970-01-01 00:00:03,-0.377
1970-01-01 00:00:04,-0.036000000000000004
1970-01-01 00:00:05,-0.31
1970-01-01 00:00:06,-0.198
1970-01-01 00:00:07,-0.308
1970-01-01 00:00:08,0.36200000000000004
1970-01-01 00:00:09,-0.313
1970-01-01 00:00:10,-0.036000000000000004
1970-01-01 00:00:11,0.096
1970-01-01 00:00:12,0.273
1970-01-01 00:00:13,-0.18600000000000003
1970-01-01 00:00:14,-0.13699999999999998
1970-01-01 00:00:15,-0.08199999999999999
1970-01-01 00:00:16,-0.5760000000000001
1970-01-01 00:00:17,-0.16899999999999998
1970-01-01 00:00:18,-0.17800000000000002
1970-01-01 00:00:19,0.414
1970-01-01 00:00:20,0.040999999999999995
1970-01-01 00:00:21,-0.027000000000000003
1970-01-01 00:00:22,0.059000000000000004
1970-01-01 00:00:23,0.018000000000000002
1970-01-01 00:00:24,0.287
1970-01-01 00:00:25,0.155
1970-01-01 00:00:26,0.18600000000000003
1970-01-01 00:00:27,0.145
1970-01-01 00:00:28,0.094
1970-01-01 00:00:29,-0.038
1970-01-01 00:00:30,0.043
1970-01-01 00:00:31,0.09699999999999999
1970-01-01 00:00:32,-0.293
1970-01-01 00:00:33,-0.41600000000000004
1970-01-01 00:00:34,-0.185
1970-01-01 00:00:35,-0.48700000000000004
1970-01-01 00:00:36,-0.127
1970-01-01 00:00:37,0.075
1970-01-01 00:00:38,-0.22399999999999998
1970-01-01 00:00:39,0.19699999999999998
1970-01-01 00:00:40,0.13
1970-01-01 00:00:41,-0.149
1970-01-01 00:00:42,0.071
1970-01-01 00:00:43,0.096
1970-01-01 00:00:44,0.284
1970-01-01 00:00:45,-0.726
1970-01-01 00:00:46,-0.14800000000000002
1970-01-01 00:00:47,-0.316
1970-01-01 00:00:48,-0.0
1970-01-01 00:00:49,-0.27399999999999997
1970-01-01 00:00:50,0.275
1970-01-01 00:00:51,0.083
1970-01-01 00:00:52,-0.018000000000000002
1970-01-01 00:00:53,0.249
1970-01-01 00:00:54,-0.039
1970-01-01 00:00:55,-0.273
1970-01-01 00:00:56,-0.095
1970-01-01 00:00:57,0.451
1970-01-01 00:00:58,0.004
1970-01-01 00:00:59,-0.271
1970-01-01 00:01:00,0.182
1970-01-01 00:01:01,0.35
1970-01-01 00:01:02,0.175
1970-01-01 00:01:03,-0.17600000000000002
1970-01-01 00:01:04,0.185
1970-01-01 00:01:05,0.153
1970-01-01 00:01:06,-0.114
1970-01-01 00:01:07,-0.48100000000000004
1970-01-01 00:01:08,-0.004
1970-01-01 00:01:09,0.003
1970-01-01 00:01:10,-0.068
1970-01-01 00:01:11,-0.308
1970-01-01 00:01:12,-0.264
1970-01-01 00:01:13,-0.243
1970-01-01 00:01:14,0.077
1970-01-01 00:01:15,0.099
1970-01-01 00:01:16,-0.052000000000000005
1970-01-01 00:01:17,0.046
1970-01-01 00:01:18,-0.009000000000000001
1970-01-01 00:01:19,-0.064
1970-01-01 00:01:20,0.365
1970-01-01 00:01:21,0.021
1970-01-01 00:01:22,0.19899999999999998
1970-01-01 00:01:23,0.095
1970-01-01 00:01:24,-0.035
1970-01-01 00:01:25,-0.374
1970-01-01 00:01:26,0.024
1970-01-01 00:01:27,-0.233
1970-01-01 00:01:28,-0.102
1970-01-01 00:01:29,-0.034
1970-01-01 00:01:30,0.445
1970-01-01 00:01:31,-0.113
1970-01-01 00:01:32,0.044000000000000004
1970-01-01 00:01:33,0.384
1970-01-01 00:01:34,-0.501
1970-01-01 00:01:35,-0.578
1970-01-01 00:01:36,-0.35600000000000004
1970-01-01 00:01:37,-0.115
1970-01-01 00:01:38,0.528
1970-01-01 00:01:39,-0.449
1970-01-01 00:01:40,0.23
1970-01-01 00:01:41,0.015
1970-01-01 00:01:42,-0.34600000000000003
1970-01-01 00:01:43,0.39399999999999996
1970-01-01 00:01:44,0.24
1970-01-01 00:01:45,-0.139
1970-01-01 00:01:46,-0.311
1970-01-01 00:01:47,-0.098
1970-01-01 00:01:48,0.254
1970-01-01 00:01:49,0.255
1970-01-01 00:01:50,0.025
1970-01-01 00:01:51,-0.07200000000000001
1970-01-01 00:01:52,-0.373
1970-01-01 00:01:53,0.055999999999999994
1970-01-01 00:01:54,-0.09699999999999999
1970-01-01 00:01:55,0.037000000000000005
1970-01-01 00:01:56,0.429
1970-01-01 00:01:57,-0.061
1970-01-01 00:01:58,-0.231
1970-01-01 00:01:59,-0.207
1970-01-01 00:02:00,0.483
1970-01-01 00:02:01,0.257
1970-01-01 00:02:02,0.153
1970-01-01 00:02:03,0.319
1970-01-01 00:02:04,0.46
1970-01-01 00:02:05,0.157
1970-01-01 00:02:06,-0.20600000000000002
