,0
0,4.149947e-06
1,0.46635205
2,0.18719377
3,0.14180341
4,0.1020942
5,0.13485536
6,0.06542509
7,0.01109541
8,4.0578783e-05
9,0.0098515265
10,0.0017696104
11,0.0028228285
12,0.00034536058
13,0.00046648527
14,0.0025341643
15,0.0050979005
16,0.000371365
17,0.07660001
18,0.033109833
19,0.09251518
20,0.0023024196
21,0.0023722157
22,4.833176e-06
23,0.001345525
24,0.06406086
25,0.025877051
26,0.027098892
27,0.0048078718
28,0.0017934713
29,0.0016468061
30,0.020393305
31,0.008465831
32,3.0279954e-05
33,0.0006154182
34,0.00013843027
35,0.002835154
36,0.0016847802
37,0.0013567122
38,4.8422822e-05
39,0.00020165447
40,0.00030265714
41,0.0003256621
42,0.0003147534
43,0.00013660075
44,0.0037019171
45,2.6372461e-05
46,8.5188134e-05
47,0.0018471072
48,0.0023222205
49,2.4784827e-05
50,0.0014627354
51,2.6828513e-05
52,0.0016279266
53,4.73623e-05
54,0.0017101167
55,5.231551e-05
56,0.00015315006
57,0.0019074508
58,0.0013112309
59,0.0010844031
60,8.137575e-06
61,0.001504431
62,2.510391e-05
63,0.0014990611
64,0.0029100222
65,0.013781688
66,0.00676475
67,0.0033283453
68,0.0031797253
69,0.00044389226
70,0.0017010898
71,0.00091211445
72,0.00073153136
73,0.0007070709
74,0.0007089312
75,0.0036397537
76,0.0026752576
77,0.00054231106
78,0.001811617
79,0.0008624965
80,0.00056643423
81,0.00047412547
82,0.0004318696
83,0.00039530956
84,0.00010224168
85,0.0005954337
86,0.0003596046
87,0.0002434929
88,0.00018496953
89,0.0020878345
90,0.0006205762
91,0.00022479259
92,0.000101486614
93,6.3984124e-05
94,4.9337315e-05
95,4.1086852e-05
96,3.4867455e-05
97,0.0027467988
98,0.00032573135
99,8.755505e-05
100,2.8434639e-05
101,1.5415928e-05
102,1.2390291e-05
103,1.1645289e-05
104,1.1287696e-05
105,1.0869815e-05
106,1.035944e-05
107,9.815945e-06
108,9.292399e-06
109,8.817772e-06
110,8.402208e-06
111,8.045084e-06
112,7.740899e-06
113,7.4826035e-06
114,7.2632192e-06
115,7.0764822e-06
116,6.917077e-06
